name,target,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FractionCSP3,HallKierAlpha,HeavyAtomCount,Kappa1,Kappa2,Kappa3,LabuteASA,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
E-11,-3.52,4.949747468305834,4.949747468305832,4.949747468305832,3.5,3.4999999999999996,3.4999999999999996,2.4748737341529154,2.4748737341529154,1.7499999999999996,1.7499999999999996,1.2374368670764575,1.2374368670764575,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136048208,0.0,0.0,0.0,0.0,1.0,0.0,7,5.142857142857143,3.061224489795918,1.9591836734693877,45.92307256067998,2.7307000000000015,32.31899999999998,98.18900000000001,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136048208,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,44.94575136048208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136048208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0
E-12,-4.15,5.6568542494923815,5.65685424949238,5.65685424949238,4.0,3.9999999999999996,3.9999999999999996,2.828427124746189,2.828427124746189,1.9999999999999996,1.9999999999999996,1.4142135623730943,1.4142135623730943,0.0,0.0,0.0,0.0,0.0,0.0,51.36657298340809,0.0,0.0,0.0,0.0,1.0,0.0,8,6.125,3.9375,2.34375,52.28801467507659,3.120800000000002,36.93599999999999,112.21600000000001,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36657298340809,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,51.36657298340809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36657298340809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
E-13,-2.54,4.121320343559642,3.861807319565799,3.861807319565799,2.414213562373095,2.02603867417337,2.02603867417337,0.9772838841927123,0.9772838841927123,0.47140452079103173,0.47140452079103173,0.23570226039551587,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,6.923737199690624,19.075777413358384,0.0,0.6,-0.26,5,4.74,3.7400000000000007,3.740000000000001,33.50941645323172,1.9725,25.10499999999999,70.135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.075777413358384,13.344558822616634,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34375,4.15625,0.0
E-14,-2.1,3.5355339059327378,3.276020881938894,3.276020881938894,2.5,2.1498299142610593,2.1498299142610593,1.4023081805739313,1.4023081805739313,0.9082482904638629,0.9082482904638629,0.5892556509887896,0.5892556509887896,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,12.152040213667762,0.0,0.6,-0.26,5,2.950970464135022,1.2497295661307843,0.5039801313892006,32.50358529970249,1.7265,22.990999999999993,68.11900000000001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,19.26246486877803,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0
E-15,-3.23,4.82842712474619,4.405777393935816,4.405777393935816,2.914213562373095,2.5236033621142737,2.5236033621142737,1.4309036597828992,1.4309036597828992,0.7618016810571366,0.7618016810571366,0.3484617125293379,0.3484617125293379,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,6.076020106833881,13.502672883289122,0.0,0.6666666666666666,-0.26,6,5.740000000000001,4.74,3.7400000000000007,39.874358567628335,2.3626000000000005,29.721999999999984,84.16199999999999,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,25.841400552376523,6.4208216229260096,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.717777777777778,5.782222222222222,0.0
E-16,-3.24,4.99156383156272,4.568914100752346,4.568914100752346,2.770055610029662,2.379445409770841,2.379445409770841,1.9182242451076805,1.9182242451076805,0.6380711874576984,0.6380711874576984,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,12.338727669087403,0.0,0.0,6.076020106833881,20.426410082979746,0.0,0.6666666666666666,-0.26,6,5.740000000000001,2.950970464135022,3.7400000000000007,39.874358567628335,2.2184999999999997,29.651999999999983,84.16199999999999,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,19.92349450621513,12.338727669087403,0.0,0.0,0,0.0,0.0,0.0,0.0,5.917906046161393,20.268296022307258,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,20.268296022307258,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800925925925924,0.0,3.087962962962963,7.965277777777778,0.0
E-17,-3.82,5.535533905932738,5.276020881938894,5.276020881938894,3.414213562373095,3.02603867417337,3.02603867417337,1.7112641189169358,1.7112641189169358,0.9600464628873877,0.9600464628873877,0.4886419420963561,0.4886419420963561,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,25.99951461304901,0.0,0.7142857142857143,-0.26,7,6.74,5.740000000000001,5.739999999999999,46.23930068202494,2.752700000000001,34.33899999999999,98.18899999999998,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.917420659210403,13.344558822616634,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.223055555555556,4.276944444444444,0.0
E-18,-3.27,5.112884175122364,4.905777393935816,4.905777393935816,3.393846850117352,3.0504768156519493,3.0504768156519493,2.2962587314333103,2.2962587314333103,1.5180376876527188,1.5180376876527188,0.9987001203553127,0.9987001203553127,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,5.573104530069267,0.0,12.999757306524504,0.0,0.7142857142857143,-0.26,7,4.888367952522255,2.1527155819962744,1.340210991593721,45.23346952849571,2.5067000000000004,32.22499999999999,96.173,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64912463690315,32.60702369139466,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,32.60702369139466,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5891203703703705,0.0,0.0,7.856157407407407,2.221388888888889,0.0
E-19,-4.44,6.242640687119286,5.819990956308912,5.819990956308912,3.914213562373095,3.5236033621142737,3.5236033621142737,2.1380104409694467,2.1380104409694467,1.2618016810571366,1.2618016810571366,0.7154518298914496,0.7154518298914496,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,6.076020106833881,13.502672883289122,0.0,0.75,-0.26,8,7.739999999999999,6.74,5.740000000000001,52.604242796421545,3.142800000000002,38.955999999999996,112.216,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,32.26222217530253,12.841643245852019,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.02784531432067,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02784531432067,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.611609977324264,5.888390022675736,0.0
E-20,-5.05,6.949747468305834,6.52709773749546,6.52709773749546,4.414213562373095,4.023603362114273,4.023603362114273,2.49156383156272,2.49156383156272,1.5118016810571366,1.5118016810571366,0.8922285251880864,0.8922285251880864,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,6.076020106833881,13.502672883289122,0.0,0.7777777777777778,-0.26,9,8.739999999999998,7.739999999999999,7.740000000000001,58.96918491081816,3.5329000000000024,43.57300000000001,126.243,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,38.68304379822854,12.841643245852019,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.448666937246685,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.448666937246685,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07796839569161,5.9220316043083905,0.0
E-21,-2.68,4.82842712474619,3.9831276631254413,3.9831276631254413,2.914213562373095,2.132993161855452,2.132993161855452,1.1547005383792515,1.1547005383792515,0.5749149571305296,0.5749149571305296,0.23570226039551584,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,0.0,12.152040213667762,13.157871367196995,0.0,0.3333333333333333,-0.52,6,5.48,4.480000000000002,3.4800000000000018,39.18475553544408,2.1386000000000003,29.627999999999986,82.14599999999999,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157871367196995,12.152040213667762,12.841643245852019,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899166666666666,7.100833333333333,0.0
E-22,-2.03,4.284457050376173,3.4915638315627207,3.4915638315627207,2.270055610029662,1.5504768156519497,1.5504768156519497,1.0504768156519497,1.0504768156519497,0.34846171252933794,0.34846171252933794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.573104530069267,0.0,6.076020106833881,6.923737199690624,13.157871367196995,0.0,0.2,-0.52,5,4.480000000000002,1.7673563218390813,3.4800000000000026,32.81981342104747,1.7485,25.01099999999999,68.119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.806996004100142,6.923737199690624,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,24.806996004100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0185185185185186,0.0,0.0,1.7222222222222223,8.925925925925926,0.0
E-23,-1.87,3.414213562373095,2.5689141007523464,2.5689141007523464,1.914213562373095,1.1498299142610593,1.1498299142610593,0.4714045207910318,0.4714045207910318,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,13.157871367196995,0.0,0.0,-0.52,4,3.48,2.48,1.48,26.454871306650865,1.3584,20.393999999999995,54.09199999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309911580864757,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309911580864757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2777777777777777,6.722222222222222,0.0
E-24,-1.97,4.242640687119286,3.723614639131598,3.723614639131598,3.0,2.299659828522119,2.299659828522119,1.4142135623730951,1.4142135623730951,0.877664387285151,0.877664387285151,0.5420350197234278,0.5420350197234278,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,0.0,0.0,24.304080427335524,0.0,0.3333333333333333,-0.52,6,3.662481751824818,1.8066556556023234,0.7127241728381909,38.17892438191485,1.8926,27.51399999999999,80.12999999999998,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.304080427335524,12.841643245852019,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,24.304080427335524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
E-25,-4.0,7.560477932315068,6.983127663125442,6.983127663125442,4.698377302757663,4.009201921767763,4.009201921767763,3.368130306120973,3.368130306120973,2.3348909117743477,2.3348909117743477,1.4128424251168994,1.4128424251168994,0.0,0.0,0.0,0.0,0.0,5.917906046161393,24.835569398847294,5.573104530069267,0.0,26.502430189813627,0.0,0.6,-0.52,10,7.585485232067512,3.0462804076265617,1.7285097165599768,63.63869283950128,3.308900000000002,45.91200000000003,136.238,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.801164850570917,39.02784531432067,0.0,0.0,1,0.0,0.0,0.0,0.0,5.917906046161393,33.10993926815928,0.0,23.801164850570917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.10993926815928,23.801164850570917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9039351851851856,0.7673148148148147,0.0,6.16587962962963,8.329537037037037,0.0
E-26,-1.64,4.121320343559642,3.4915638315627207,3.4915638315627207,2.414213562373095,1.849335306374634,1.849335306374634,0.9541241452319313,0.9541241452319313,0.3943375672974064,0.3943375672974064,0.14433756729740643,0.14433756729740643,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,0.0,0.0,12.844171518546268,6.423349895620259,0.6,-0.44,5,4.559999999999998,3.5599999999999987,3.5599999999999974,33.19824487727526,1.4197,23.74099999999999,68.11899999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.343784214475903,6.923737199690624,6.4208216229260096,6.4208216229260096,0.0,0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,0.0,0.0,0.0,12.343784214475903,0.0,0.0,0.0,0.0,0.0,0.0,12.343784214475903,19.765380445542643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.517361111111111,0.0,6.913333333333333,2.0693055555555557,0.0
